Date,Open,High,Low,Close,Adj Close,Volume
4/7/1981,0.462054,0.462054,0.459821,0.459821,0.020527,2671200
4/8/1981,0.482143,0.486607,0.482143,0.482143,0.021524,5488000
4/9/1981,0.491071,0.493304,0.491071,0.491071,0.021922,3124800
4/10/1981,0.497768,0.5,0.497768,0.497768,0.022221,8366400
4/13/1981,0.497768,0.5,0.497768,0.497768,0.022221,4015200
4/14/1981,0.497768,0.5,0.497768,0.497768,0.022221,1663200
4/15/1981,0.475446,0.475446,0.473214,0.473214,0.021125,8512000
4/16/1981,0.448661,0.448661,0.446429,0.446429,0.019929,5969600
4/20/1981,0.459821,0.462054,0.459821,0.459821,0.020527,8836800
4/21/1981,0.491071,0.493304,0.491071,0.491071,0.021922,7134400
4/22/1981,0.508929,0.511161,0.508929,0.508929,0.02272,4748800
4/23/1981,0.522321,0.524554,0.522321,0.522321,0.023317,14504000
4/24/1981,0.522321,0.522321,0.517857,0.517857,0.023118,8764000
4/27/1981,0.515625,0.515625,0.513393,0.513393,0.022919,9632000
4/28/1981,0.506696,0.506696,0.504464,0.504464,0.02252,8047200
4/29/1981,0.5,0.5,0.497768,0.497768,0.022221,3410400
4/30/1981,0.506696,0.511161,0.506696,0.506696,0.02262,3152800
5/1/1981,0.506696,0.511161,0.506696,0.506696,0.02262,4138400
5/4/1981,0.506696,0.506696,0.504464,0.504464,0.02252,3612000
5/5/1981,0.504464,0.504464,0.502232,0.502232,0.022421,4384800
5/6/1981,0.491071,0.491071,0.488839,0.488839,0.021823,4737600
5/7/1981,0.495536,0.497768,0.495536,0.495536,0.022122,2340800
5/8/1981,0.5,0.502232,0.5,0.5,0.022321,1976800
5/11/1981,0.491071,0.491071,0.488839,0.488839,0.021823,2984800
5/12/1981,0.488839,0.495536,0.488839,0.488839,0.021823,1064000
5/13/1981,0.488839,0.493304,0.486607,0.486607,0.021723,1226400
5/14/1981,0.484375,0.484375,0.479911,0.479911,0.021424,1232000
5/15/1981,0.491071,0.497768,0.491071,0.491071,0.021922,1226400
5/18/1981,0.5,0.504464,0.5,0.5,0.022321,1041600
5/19/1981,0.493304,0.493304,0.491071,0.491071,0.021922,6356000
5/20/1981,0.506696,0.511161,0.506696,0.506696,0.02262,3320800
5/21/1981,0.535714,0.537946,0.535714,0.535714,0.023915,8052800
5/22/1981,0.560268,0.564732,0.560268,0.560268,0.025011,7856800
5/26/1981,0.560268,0.560268,0.558036,0.558036,0.024912,21336000
5/27/1981,0.589286,0.591518,0.589286,0.589286,0.026307,37374400
5/28/1981,0.589286,0.591518,0.589286,0.589286,0.026307,18496800
5/29/1981,0.591518,0.59375,0.591518,0.591518,0.026406,14845600
6/1/1981,0.591518,0.59375,0.591518,0.591518,0.026406,12812800
6/2/1981,0.564732,0.564732,0.5625,0.5625,0.025111,10108000
6/3/1981,0.5625,0.566964,0.5625,0.5625,0.025111,9861600
6/4/1981,0.573661,0.575893,0.573661,0.573661,0.025609,14016800
6/5/1981,0.566964,0.566964,0.564732,0.564732,0.025211,14420000
6/8/1981,0.546875,0.546875,0.544643,0.544643,0.024314,23374400
6/9/1981,0.555804,0.558036,0.555804,0.555804,0.024812,29898400
6/10/1981,0.5625,0.569196,0.5625,0.5625,0.025111,6305600
6/11/1981,0.587054,0.589286,0.587054,0.587054,0.026207,9744000
6/12/1981,0.582589,0.582589,0.580357,0.580357,0.025908,6451200
6/15/1981,0.580357,0.580357,0.578125,0.578125,0.025809,35940800
6/16/1981,0.569196,0.569196,0.566964,0.566964,0.02531,9312800
6/17/1981,0.560268,0.560268,0.558036,0.558036,0.024912,6893600
6/18/1981,0.558036,0.560268,0.555804,0.555804,0.024812,5762400
6/19/1981,0.542411,0.542411,0.540179,0.540179,0.024115,6876800
6/22/1981,0.522321,0.522321,0.520089,0.520089,0.023218,2710400
6/23/1981,0.529018,0.533482,0.529018,0.529018,0.023616,3757600
6/24/1981,0.520089,0.520089,0.515625,0.515625,0.023018,5756800
6/25/1981,0.526786,0.529018,0.526786,0.526786,0.023517,6064800
6/26/1981,0.524554,0.524554,0.520089,0.520089,0.023218,5947200
6/29/1981,0.506696,0.506696,0.502232,0.502232,0.022421,2648800
6/30/1981,0.466518,0.466518,0.464286,0.464286,0.020727,8976800
7/1/1981,0.462054,0.462054,0.459821,0.459821,0.020527,42616000
7/2/1981,0.459821,0.462054,0.459821,0.459821,0.020527,7571200
7/6/1981,0.448661,0.448661,0.444196,0.444196,0.01983,4132800
7/7/1981,0.448661,0.453125,0.448661,0.448661,0.020029,3959200
7/8/1981,0.466518,0.46875,0.466518,0.466518,0.020826,4155200
7/9/1981,0.433036,0.433036,0.430804,0.430804,0.019232,8220800
7/10/1981,0.399554,0.399554,0.397321,0.397321,0.017737,13792800
7/13/1981,0.40625,0.408482,0.40625,0.40625,0.018136,11435200
7/14/1981,0.424107,0.428571,0.424107,0.424107,0.018933,4944800
7/15/1981,0.435268,0.4375,0.435268,0.435268,0.019431,2738400
7/16/1981,0.446429,0.450893,0.446429,0.446429,0.019929,3808000
7/17/1981,0.462054,0.464286,0.462054,0.462054,0.020627,4956000
7/20/1981,0.433036,0.433036,0.430804,0.430804,0.019232,5913600
7/21/1981,0.430804,0.430804,0.428571,0.428571,0.019132,7985600
7/22/1981,0.408482,0.408482,0.404018,0.404018,0.018036,5667200
7/23/1981,0.415179,0.417411,0.415179,0.415179,0.018534,8612800
7/24/1981,0.428571,0.430804,0.428571,0.428571,0.019132,7212800
7/27/1981,0.446429,0.448661,0.446429,0.446429,0.019929,4334400
7/28/1981,0.433036,0.433036,0.430804,0.430804,0.019232,5712000
7/29/1981,0.426339,0.426339,0.424107,0.424107,0.018933,3875200
7/30/1981,0.439732,0.444196,0.439732,0.439732,0.01963,2475200
7/31/1981,0.446429,0.448661,0.446429,0.446429,0.019929,2738400
8/3/1981,0.446429,0.446429,0.441964,0.441964,0.01973,3108000
8/4/1981,0.448661,0.450893,0.448661,0.448661,0.020029,7918400
8/5/1981,0.462054,0.464286,0.462054,0.462054,0.020627,4373600
8/6/1981,0.453125,0.453125,0.450893,0.450893,0.020129,2632000
8/7/1981,0.450893,0.453125,0.450893,0.450893,0.020129,2301600
8/10/1981,null,null,null,null,null,null
8/11/1981,0.441964,0.441964,0.4375,0.4375,0.019531,17864000
8/12/1981,0.430804,0.430804,0.428571,0.428571,0.019132,6568800
8/13/1981,0.417411,0.417411,0.415179,0.415179,0.018534,6871200
8/14/1981,0.412946,0.412946,0.408482,0.408482,0.018235,6048000
8/17/1981,0.399554,0.399554,0.395089,0.395089,0.017638,4726400
8/18/1981,0.390625,0.390625,0.386161,0.386161,0.017239,4250400
8/19/1981,0.386161,0.386161,0.381696,0.381696,0.01704,5168800
8/20/1981,0.386161,0.388393,0.386161,0.386161,0.017239,4278400
8/21/1981,0.363839,0.363839,0.359375,0.359375,0.016043,10477600
8/24/1981,0.339286,0.339286,0.337054,0.337054,0.015047,5768000
8/25/1981,0.345982,0.348214,0.345982,0.345982,0.015445,10175200
8/26/1981,0.341518,0.341518,0.339286,0.339286,0.015146,8400000
8/27/1981,0.341518,0.34375,0.341518,0.341518,0.015246,6479200
8/28/1981,0.359375,0.361607,0.359375,0.359375,0.016043,9508800
8/31/1981,0.359375,0.361607,0.359375,0.359375,0.016043,10236800
9/1/1981,0.381696,0.383929,0.381696,0.381696,0.01704,9256800
9/2/1981,0.388393,0.390625,0.388393,0.388393,0.017339,4844000
9/3/1981,0.372768,0.372768,0.368304,0.368304,0.016442,9368800
9/4/1981,0.366071,0.366071,0.363839,0.363839,0.016242,3813600
9/8/1981,0.354911,0.354911,0.352679,0.352679,0.015744,6361600
9/9/1981,0.352679,0.354911,0.352679,0.352679,0.015744,7632800
9/10/1981,0.354911,0.357143,0.354911,0.354911,0.015844,8702400
9/11/1981,0.352679,0.352679,0.350446,0.350446,0.015645,4384800
9/14/1981,0.341518,0.341518,0.339286,0.339286,0.015146,6921600
9/15/1981,0.332589,0.332589,0.330357,0.330357,0.014748,4877600
9/16/1981,0.325893,0.325893,0.323661,0.323661,0.014449,4838400
9/17/1981,0.316964,0.316964,0.314732,0.314732,0.01405,4844000
9/18/1981,0.316964,0.319196,0.316964,0.316964,0.01415,6580000
9/21/1981,0.319196,0.321429,0.319196,0.319196,0.01425,12258400
9/22/1981,0.303571,0.303571,0.301339,0.301339,0.013452,11855200
9/23/1981,0.299107,0.299107,0.294643,0.294643,0.013153,7050400
9/24/1981,0.294643,0.294643,0.292411,0.292411,0.013054,4575200
9/25/1981,0.258929,0.258929,0.254464,0.254464,0.01136,8652000
9/28/1981,0.256696,0.258929,0.256696,0.256696,0.011459,22932000
9/29/1981,0.270089,0.272321,0.270089,0.270089,0.012057,23671200
9/30/1981,0.272321,0.274554,0.272321,0.272321,0.012157,12499200
10/1/1981,0.272321,0.274554,0.272321,0.272321,0.012157,15282400
10/2/1981,0.294643,0.296875,0.294643,0.294643,0.013153,11261600
10/5/1981,0.303571,0.308036,0.303571,0.303571,0.013552,10774400
10/6/1981,0.303571,0.303571,0.301339,0.301339,0.013452,7089600
10/7/1981,0.319196,0.323661,0.319196,0.319196,0.01425,9710400
10/8/1981,0.330357,0.332589,0.330357,0.330357,0.014748,7772800
10/9/1981,0.332589,0.337054,0.332589,0.332589,0.014847,13630400
10/12/1981,0.34375,0.345982,0.34375,0.34375,0.015346,6837600
10/13/1981,0.34375,0.348214,0.34375,0.34375,0.015346,11048800
10/14/1981,0.325893,0.325893,0.323661,0.323661,0.014449,7744800
10/15/1981,0.330357,0.332589,0.330357,0.330357,0.014748,7358400
10/16/1981,0.328125,0.328125,0.325893,0.325893,0.014548,9116800
10/19/1981,0.332589,0.334821,0.332589,0.332589,0.014847,5146400
10/20/1981,0.350446,0.352679,0.350446,0.350446,0.015645,8932000
10/21/1981,0.350446,0.352679,0.350446,0.350446,0.015645,19224800
10/22/1981,0.350446,0.350446,0.348214,0.348214,0.015545,8069600
10/23/1981,0.341518,0.341518,0.339286,0.339286,0.015146,6977600
10/26/1981,0.339286,0.341518,0.339286,0.339286,0.015146,6820800
10/27/1981,0.345982,0.350446,0.345982,0.345982,0.015445,21397600
10/28/1981,0.357143,0.359375,0.357143,0.357143,0.015944,11043200
10/29/1981,0.354911,0.354911,0.352679,0.352679,0.015744,7621600
10/30/1981,0.357143,0.359375,0.357143,0.357143,0.015944,13182400
11/2/1981,0.357143,0.359375,0.357143,0.357143,0.015944,9228800
11/3/1981,0.354911,0.354911,0.352679,0.352679,0.015744,7095200
11/4/1981,0.345982,0.345982,0.34375,0.34375,0.015346,5952800
11/5/1981,0.321429,0.321429,0.319196,0.319196,0.01425,5840800
11/6/1981,0.321429,0.323661,0.321429,0.321429,0.014349,6148800
11/9/1981,0.325893,0.328125,0.325893,0.325893,0.014548,5096000
11/10/1981,0.328125,0.330357,0.328125,0.328125,0.014648,4188800
11/11/1981,0.337054,0.339286,0.337054,0.337054,0.015047,6860000
11/12/1981,0.348214,0.350446,0.348214,0.348214,0.015545,9979200
11/13/1981,0.325893,0.325893,0.323661,0.323661,0.014449,5252800
11/16/1981,0.321429,0.321429,0.319196,0.319196,0.01425,5639200
11/17/1981,0.325893,0.328125,0.325893,0.325893,0.014548,8853600
11/18/1981,0.337054,0.339286,0.337054,0.337054,0.015047,7285600
11/19/1981,0.337054,0.339286,0.337054,0.337054,0.015047,10001600
11/20/1981,0.339286,0.341518,0.339286,0.339286,0.015146,9525600
11/23/1981,0.328125,0.328125,0.323661,0.323661,0.014449,5740000
11/24/1981,0.323661,0.323661,0.321429,0.321429,0.014349,5538400
11/25/1981,0.328125,0.330357,0.328125,0.328125,0.014648,13137600
11/27/1981,0.337054,0.339286,0.337054,0.337054,0.015047,9312800
11/30/1981,0.334821,0.334821,0.332589,0.332589,0.014847,5992000
12/1/1981,0.332589,0.334821,0.332589,0.332589,0.014847,5846400
12/2/1981,0.334821,0.337054,0.334821,0.334821,0.014947,9391200
12/3/1981,0.332589,0.332589,0.330357,0.330357,0.014748,5107200
12/4/1981,0.339286,0.341518,0.339286,0.339286,0.015146,34288800
12/7/1981,0.341518,0.34375,0.341518,0.341518,0.015246,14823200
12/8/1981,0.339286,0.339286,0.334821,0.334821,0.014947,12656000
12/9/1981,0.337054,0.339286,0.337054,0.337054,0.015047,8568000
12/10/1981,0.337054,0.339286,0.337054,0.337054,0.015047,9352000
12/11/1981,0.337054,0.339286,0.334821,0.334821,0.014947,19023200
12/14/1981,0.328125,0.328125,0.323661,0.323661,0.014449,6311200
12/15/1981,0.332589,0.334821,0.332589,0.332589,0.014847,7828800
12/16/1981,0.348214,0.350446,0.348214,0.348214,0.015545,16363200
12/17/1981,0.377232,0.379464,0.377232,0.377232,0.01684,12863200
12/18/1981,0.408482,0.410714,0.408482,0.408482,0.018235,17931200
12/21/1981,0.392857,0.392857,0.390625,0.390625,0.017438,14100800
12/22/1981,0.397321,0.399554,0.397321,0.397321,0.017737,13456800
12/23/1981,0.390625,0.390625,0.388393,0.388393,0.017339,7224000
12/24/1981,0.390625,0.392857,0.390625,0.390625,0.017438,7229600
12/28/1981,0.377232,0.377232,0.372768,0.372768,0.016641,9144800
12/29/1981,0.379464,0.383929,0.379464,0.379464,0.01694,6059200
12/30/1981,0.395089,0.397321,0.395089,0.395089,0.017638,8047200
12/31/1981,0.395089,0.397321,0.395089,0.395089,0.017638,13664000
1/4/1982,0.395089,0.395089,0.392857,0.392857,0.017538,17813600
1/5/1982,0.377232,0.377232,0.372768,0.372768,0.016641,8960000
1/6/1982,0.370536,0.370536,0.368304,0.368304,0.016442,16520000
1/7/1982,0.34375,0.34375,0.339286,0.339286,0.015146,17511200
1/8/1982,0.354911,0.357143,0.354911,0.354911,0.015844,14151200
1/11/1982,0.334821,0.334821,0.332589,0.332589,0.014847,8332800
1/12/1982,0.323661,0.323661,0.321429,0.321429,0.014349,14980000
1/13/1982,0.321429,0.321429,0.319196,0.319196,0.01425,10438400
1/14/1982,0.334821,0.337054,0.334821,0.334821,0.014947,6428800
1/15/1982,0.357143,0.361607,0.357143,0.357143,0.015944,11676000
1/18/1982,0.363839,0.368304,0.363839,0.363839,0.016242,7000000
1/19/1982,0.359375,0.359375,0.354911,0.354911,0.015844,13876800
1/20/1982,0.361607,0.363839,0.361607,0.361607,0.016143,6456800
1/21/1982,0.368304,0.370536,0.368304,0.368304,0.016442,8332800
1/22/1982,0.370536,0.372768,0.370536,0.370536,0.016541,6064800
1/25/1982,0.361607,0.361607,0.359375,0.359375,0.016043,11177600
1/26/1982,0.350446,0.350446,0.345982,0.345982,0.015445,5303200
1/27/1982,0.348214,0.352679,0.348214,0.348214,0.015545,7840000
1/28/1982,0.359375,0.361607,0.359375,0.359375,0.016043,9900800
1/29/1982,0.363839,0.366071,0.363839,0.363839,0.016242,13288800
2/1/1982,0.363839,0.363839,0.359375,0.359375,0.016043,9632000
2/2/1982,0.361607,0.366071,0.361607,0.361607,0.016143,13568800
2/3/1982,0.361607,0.363839,0.361607,0.361607,0.016143,7868000
2/4/1982,0.354911,0.354911,0.352679,0.352679,0.015744,5510400
2/5/1982,0.352679,0.354911,0.352679,0.352679,0.015744,10074400
2/8/1982,0.332589,0.332589,0.330357,0.330357,0.014748,7924000
2/9/1982,0.330357,0.332589,0.330357,0.330357,0.014748,14476000
2/10/1982,0.334821,0.337054,0.334821,0.334821,0.014947,9699200
2/11/1982,0.332589,0.332589,0.330357,0.330357,0.014748,6132000
2/12/1982,0.334821,0.337054,0.334821,0.334821,0.014947,4911200
2/16/1982,0.330357,0.330357,0.328125,0.328125,0.014648,8579200
2/17/1982,0.332589,0.334821,0.332589,0.332589,0.014847,6395200
2/18/1982,0.337054,0.339286,0.337054,0.337054,0.015047,7095200
2/19/1982,0.337054,0.337054,0.334821,0.334821,0.014947,3399200
2/22/1982,0.332589,0.332589,0.330357,0.330357,0.014748,6658400
2/23/1982,0.328125,0.328125,0.325893,0.325893,0.014548,8635200
2/24/1982,0.328125,0.330357,0.328125,0.328125,0.014648,9486400
2/25/1982,0.328125,0.328125,0.325893,0.325893,0.014548,7700000
2/26/1982,0.325893,0.328125,0.325893,0.325893,0.014548,4356800
3/1/1982,0.328125,0.330357,0.328125,0.328125,0.014648,8825600
3/2/1982,0.328125,0.330357,0.328125,0.328125,0.014648,8702400
3/3/1982,0.328125,0.330357,0.328125,0.328125,0.014648,5913600
3/4/1982,0.323661,0.323661,0.321429,0.321429,0.014349,9592800
3/5/1982,0.299107,0.299107,0.296875,0.296875,0.013253,11328800
3/8/1982,0.294643,0.294643,0.292411,0.292411,0.013054,8786400
3/9/1982,0.294643,0.296875,0.294643,0.294643,0.013153,13126400
3/10/1982,0.292411,0.292411,0.290179,0.290179,0.012954,21733600
3/11/1982,0.290179,0.294643,0.290179,0.290179,0.012954,5644800
3/12/1982,0.274554,0.274554,0.272321,0.272321,0.012157,11636800
3/15/1982,0.272321,0.272321,0.270089,0.270089,0.012057,12840800
3/16/1982,0.267857,0.267857,0.265625,0.265625,0.011858,11788000
3/17/1982,0.254464,0.254464,0.252232,0.252232,0.01126,12622400
3/18/1982,0.272321,0.274554,0.272321,0.272321,0.012157,14084000
3/19/1982,0.296875,0.299107,0.296875,0.296875,0.013253,16452800
3/22/1982,0.319196,0.321429,0.319196,0.319196,0.01425,17298400
3/23/1982,0.316964,0.316964,0.314732,0.314732,0.01405,13988800
3/24/1982,0.299107,0.299107,0.296875,0.296875,0.013253,12902400
3/25/1982,0.296875,0.296875,0.294643,0.294643,0.013153,21028000
3/26/1982,0.292411,0.292411,0.290179,0.290179,0.012954,12695200
3/29/1982,0.296875,0.299107,0.296875,0.296875,0.013253,16900800
3/30/1982,0.301339,0.303571,0.301339,0.301339,0.013452,19488000
3/31/1982,0.301339,0.303571,0.301339,0.301339,0.013452,12538400
4/1/1982,0.316964,0.319196,0.316964,0.316964,0.01415,14784000
4/2/1982,0.316964,0.319196,0.316964,0.316964,0.01415,21201600
4/5/1982,0.316964,0.319196,0.316964,0.316964,0.01415,21660800
4/6/1982,0.316964,0.316964,0.314732,0.314732,0.01405,17897600
4/7/1982,0.3125,0.3125,0.310268,0.310268,0.013851,7274400
4/8/1982,0.3125,0.314732,0.3125,0.3125,0.013951,5997600
4/12/1982,0.3125,0.314732,0.310268,0.310268,0.013851,11076800
4/13/1982,0.287946,0.287946,0.285714,0.285714,0.012755,21324800
4/14/1982,0.287946,0.290179,0.287946,0.287946,0.012854,28397600
4/15/1982,0.292411,0.294643,0.292411,0.292411,0.013054,41070400
4/16/1982,0.301339,0.303571,0.301339,0.301339,0.013452,26012000
4/19/1982,0.299107,0.299107,0.294643,0.294643,0.013153,10320800
4/20/1982,0.283482,0.283482,0.28125,0.28125,0.012556,20137600
4/21/1982,0.28125,0.28125,0.279018,0.279018,0.012456,18256000
4/22/1982,0.276786,0.276786,0.274554,0.274554,0.012257,13148800
4/23/1982,0.274554,0.276786,0.274554,0.274554,0.012257,12073600
4/26/1982,0.28125,0.283482,0.28125,0.28125,0.012556,14481600
4/27/1982,0.274554,0.274554,0.272321,0.272321,0.012157,17567200
4/28/1982,0.263393,0.263393,0.261161,0.261161,0.011659,24808000
4/29/1982,0.261161,0.263393,0.261161,0.261161,0.011659,20557600
4/30/1982,0.263393,0.265625,0.263393,0.263393,0.011758,69350400
5/3/1982,0.272321,0.274554,0.272321,0.272321,0.012157,20675200
5/4/1982,0.28125,0.283482,0.28125,0.28125,0.012556,18496800
5/5/1982,0.28125,0.28125,0.276786,0.276786,0.012356,13484800
5/6/1982,0.285714,0.287946,0.285714,0.285714,0.012755,18866400
5/7/1982,0.290179,0.292411,0.290179,0.290179,0.012954,21179200
5/10/1982,0.287946,0.287946,0.285714,0.285714,0.012755,7901600
5/11/1982,0.279018,0.279018,0.276786,0.276786,0.012356,25754400
5/12/1982,0.272321,0.272321,0.270089,0.270089,0.012057,17752000
5/13/1982,0.272321,0.274554,0.272321,0.272321,0.012157,13613600
5/14/1982,0.265625,0.265625,0.261161,0.261161,0.011659,23934400
5/17/1982,0.258929,0.258929,0.256696,0.256696,0.011459,19051200
5/18/1982,0.254464,0.254464,0.252232,0.252232,0.01126,30508800
5/19/1982,0.252232,0.252232,0.25,0.25,0.01116,18821600
5/20/1982,0.252232,0.254464,0.252232,0.252232,0.01126,6904800
5/21/1982,0.254464,0.256696,0.254464,0.254464,0.01136,9710400
5/24/1982,0.256696,0.258929,0.256696,0.256696,0.011459,7996800
5/25/1982,0.256696,0.258929,0.256696,0.256696,0.011459,12891200
5/26/1982,0.256696,0.256696,0.254464,0.254464,0.01136,10819200
5/27/1982,0.252232,0.252232,0.25,0.25,0.01116,7812000
5/28/1982,0.25,0.252232,0.25,0.25,0.01116,4799200
6/1/1982,0.247768,0.247768,0.245536,0.245536,0.010961,11900000
6/2/1982,0.25,0.252232,0.25,0.25,0.01116,8226400
6/3/1982,0.245536,0.245536,0.241071,0.241071,0.010762,9940000
6/4/1982,0.236607,0.236607,0.234375,0.234375,0.010463,9419200
6/7/1982,0.234375,0.236607,0.234375,0.234375,0.010463,9290400
6/8/1982,0.234375,0.234375,0.232143,0.232143,0.010363,7851200
6/9/1982,0.229911,0.229911,0.227679,0.227679,0.010164,8461600
6/10/1982,0.229911,0.232143,0.229911,0.229911,0.010264,8601600
6/11/1982,0.238839,0.241071,0.238839,0.238839,0.010662,13658400
6/14/1982,0.238839,0.241071,0.238839,0.238839,0.010662,7498400
6/15/1982,0.238839,0.241071,0.238839,0.238839,0.010662,8803200
6/16/1982,0.238839,0.241071,0.238839,0.238839,0.010662,10432800
6/17/1982,0.236607,0.236607,0.234375,0.234375,0.010463,7291200
6/18/1982,0.234375,0.234375,0.229911,0.229911,0.010264,4967200
6/21/1982,0.229911,0.232143,0.229911,0.229911,0.010264,7134400
6/22/1982,0.238839,0.243304,0.238839,0.238839,0.010662,4390400
6/23/1982,0.245536,0.25,0.245536,0.245536,0.010961,13188000
6/24/1982,0.245536,0.247768,0.245536,0.245536,0.010961,11037600
6/25/1982,0.238839,0.238839,0.236607,0.236607,0.010563,6669600
